ST.Date.H,A_Win.speed,A_Occurrence,B_ST.Date.H,B_Win.speed,B_Occurrence,C_ST.Date.H,C_Win.speed,C_Occurrence,D_ST.Date.H,D_Win.speed,D_Occurrence
SM4-A.2023-09-07 10:00:00,5.45,0,SM4-B.2023-09-07 10:00:00,6.66,0,SM4-C.2023-09-07 10:00:00,4.43,0,SM4-D.2023-09-07 10:00:00,6.15,0
SM4-A.2023-09-07 11:00:00,7.12,0,SM4-B.2023-09-07 11:00:00,8.27,0,SM4-C.2023-09-07 11:00:00,5.49,0,SM4-D.2023-09-07 11:00:00,7.26,0
SM4-A.2023-09-07 12:00:00,8.81,0,SM4-B.2023-09-07 12:00:00,9.07,0,SM4-C.2023-09-07 12:00:00,7,0,SM4-D.2023-09-07 12:00:00,7.18,0
SM4-A.2023-09-07 13:00:00,10.21,0,SM4-B.2023-09-07 13:00:00,10.1,0,SM4-C.2023-09-07 13:00:00,9.63,0,SM4-D.2023-09-07 13:00:00,8.64,0
SM4-A.2023-09-07 14:00:00,8.73,0,SM4-B.2023-09-07 14:00:00,8.59,0,SM4-C.2023-09-07 14:00:00,8.06,0,SM4-D.2023-09-07 14:00:00,7.85,0
SM4-A.2023-09-07 15:00:00,8.46,0,SM4-B.2023-09-07 15:00:00,8.2,0,SM4-C.2023-09-07 15:00:00,8.37,0,SM4-D.2023-09-07 15:00:00,7.87,0
SM4-A.2023-09-07 16:00:00,6.26,0,SM4-B.2023-09-07 16:00:00,7.34,0,SM4-C.2023-09-07 16:00:00,5.74,0,SM4-D.2023-09-07 16:00:00,6.6,0
SM4-A.2023-09-07 17:00:00,6.28,0,SM4-B.2023-09-07 17:00:00,7.15,0,SM4-C.2023-09-07 17:00:00,5.17,0,SM4-D.2023-09-07 17:00:00,6.16,0
SM4-A.2023-09-07 18:00:00,7.15,12,SM4-B.2023-09-07 18:00:00,8.22,5,SM4-C.2023-09-07 18:00:00,7.46,23,SM4-D.2023-09-07 18:00:00,7.39,4
SM4-A.2023-09-07 19:00:00,7.43,11,SM4-B.2023-09-07 19:00:00,7.59,7,SM4-C.2023-09-07 19:00:00,8.4,28,SM4-D.2023-09-07 19:00:00,6.78,8
SM4-A.2023-09-07 20:00:00,5.96,13,SM4-B.2023-09-07 20:00:00,6.6,14,SM4-C.2023-09-07 20:00:00,8.33,18,SM4-D.2023-09-07 20:00:00,6.75,1
SM4-A.2023-09-07 21:00:00,6.52,4,SM4-B.2023-09-07 21:00:00,6.84,8,SM4-C.2023-09-07 21:00:00,7.15,11,SM4-D.2023-09-07 21:00:00,6.55,1
SM4-A.2023-09-07 22:00:00,5.73,2,SM4-B.2023-09-07 22:00:00,6.47,2,SM4-C.2023-09-07 22:00:00,6.16,4,SM4-D.2023-09-07 22:00:00,6,1
SM4-A.2023-09-07 23:00:00,5.2,6,SM4-B.2023-09-07 23:00:00,5.88,3,SM4-C.2023-09-07 23:00:00,5.95,1,SM4-D.2023-09-07 23:00:00,5.18,2
SM4-A.2023-09-08,4.97,13,SM4-B.2023-09-08,5.9,4,SM4-C.2023-09-08,6.67,2,SM4-D.2023-09-08,5.46,1
SM4-A.2023-09-08 01:00:00,4.92,15,SM4-B.2023-09-08 01:00:00,5.66,12,SM4-C.2023-09-08 01:00:00,6.48,2,SM4-D.2023-09-08 01:00:00,5.97,1
SM4-A.2023-09-08 02:00:00,3.55,45,SM4-B.2023-09-08 02:00:00,4.42,44,SM4-C.2023-09-08 02:00:00,6.15,2,SM4-D.2023-09-08 02:00:00,5.55,1
SM4-A.2023-09-08 03:00:00,4.14,6,SM4-B.2023-09-08 03:00:00,4.44,32,SM4-C.2023-09-08 03:00:00,5.19,0,SM4-D.2023-09-08 03:00:00,5.26,0
SM4-A.2023-09-08 04:00:00,4.23,6,SM4-B.2023-09-08 04:00:00,5.26,8,SM4-C.2023-09-08 04:00:00,6.04,18,SM4-D.2023-09-08 04:00:00,5.58,4
SM4-A.2023-09-08 05:00:00,3.29,0,SM4-B.2023-09-08 05:00:00,3.95,0,SM4-C.2023-09-08 05:00:00,5.69,6,SM4-D.2023-09-08 05:00:00,5.07,1
SM4-A.2023-09-08 06:00:00,2.54,0,SM4-B.2023-09-08 06:00:00,3.04,0,SM4-C.2023-09-08 06:00:00,4.98,0,SM4-D.2023-09-08 06:00:00,5.51,0
SM4-A.2023-09-08 07:00:00,3.5,0,SM4-B.2023-09-08 07:00:00,4.18,0,SM4-C.2023-09-08 07:00:00,4.03,0,SM4-D.2023-09-08 07:00:00,4.81,0
SM4-A.2023-09-08 08:00:00,5.02,0,SM4-B.2023-09-08 08:00:00,5.87,0,SM4-C.2023-09-08 08:00:00,4.31,0,SM4-D.2023-09-08 08:00:00,7,0
SM4-A.2023-09-08 09:00:00,7.06,0,SM4-B.2023-09-08 09:00:00,8.59,0,SM4-C.2023-09-08 09:00:00,7.58,0,SM4-D.2023-09-08 09:00:00,7.06,0
SM4-A.2023-09-08 10:00:00,8.7,0,SM4-B.2023-09-08 10:00:00,9.12,0,SM4-C.2023-09-08 10:00:00,7.65,0,SM4-D.2023-09-08 10:00:00,7,0
SM4-A.2023-09-08 11:00:00,9.86,0,SM4-B.2023-09-08 11:00:00,8.7,0,SM4-C.2023-09-08 11:00:00,8.67,0,SM4-D.2023-09-08 11:00:00,7.55,0
SM4-A.2023-09-08 12:00:00,10.82,0,SM4-B.2023-09-08 12:00:00,10.31,0,SM4-C.2023-09-08 12:00:00,9.5,0,SM4-D.2023-09-08 12:00:00,8.1,0
SM4-A.2023-09-08 13:00:00,11.96,0,SM4-B.2023-09-08 13:00:00,11.8,0,SM4-C.2023-09-08 13:00:00,10.58,0,SM4-D.2023-09-08 13:00:00,9.51,0
SM4-A.2023-09-08 14:00:00,9.96,0,SM4-B.2023-09-08 14:00:00,11.22,0,SM4-C.2023-09-08 14:00:00,9.41,0,SM4-D.2023-09-08 14:00:00,9.29,0
SM4-A.2023-09-08 15:00:00,8.43,0,SM4-B.2023-09-08 15:00:00,10.06,0,SM4-C.2023-09-08 15:00:00,8.34,0,SM4-D.2023-09-08 15:00:00,8.74,0
SM4-A.2023-09-08 16:00:00,6.32,0,SM4-B.2023-09-08 16:00:00,7.46,0,SM4-C.2023-09-08 16:00:00,6.93,0,SM4-D.2023-09-08 16:00:00,7.1,0
SM4-A.2023-09-08 17:00:00,3.13,0,SM4-B.2023-09-08 17:00:00,5.66,0,SM4-C.2023-09-08 17:00:00,4.92,0,SM4-D.2023-09-08 17:00:00,5.01,1
SM4-A.2023-09-08 18:00:00,4.39,32,SM4-B.2023-09-08 18:00:00,4.94,8,SM4-C.2023-09-08 18:00:00,5.41,23,SM4-D.2023-09-08 18:00:00,5.27,12
SM4-A.2023-09-08 19:00:00,2.61,44,SM4-B.2023-09-08 19:00:00,2.8,54,SM4-C.2023-09-08 19:00:00,5.1,37,SM4-D.2023-09-08 19:00:00,5.23,20
SM4-A.2023-09-08 20:00:00,0.76,43,SM4-B.2023-09-08 20:00:00,1.59,171,SM4-C.2023-09-08 20:00:00,4.87,56,SM4-D.2023-09-08 20:00:00,3.88,8
SM4-A.2023-09-08 21:00:00,1.61,20,SM4-B.2023-09-08 21:00:00,2.54,75,SM4-C.2023-09-08 21:00:00,4.92,27,SM4-D.2023-09-08 21:00:00,3.56,8
SM4-A.2023-09-08 22:00:00,1.76,26,SM4-B.2023-09-08 22:00:00,2.15,91,SM4-C.2023-09-08 22:00:00,3.99,64,SM4-D.2023-09-08 22:00:00,3.33,2
SM4-A.2023-09-08 23:00:00,1.03,41,SM4-B.2023-09-08 23:00:00,1.25,47,SM4-C.2023-09-08 23:00:00,2.99,21,SM4-D.2023-09-08 23:00:00,3.51,0
SM4-A.2023-09-09,2.45,31,SM4-B.2023-09-09,3.93,28,SM4-C.2023-09-09,4.72,10,SM4-D.2023-09-09,4.37,1
SM4-A.2023-09-09 01:00:00,2.43,19,SM4-B.2023-09-09 01:00:00,3.03,5,SM4-C.2023-09-09 01:00:00,3.46,3,SM4-D.2023-09-09 01:00:00,4.4,5
SM4-A.2023-09-09 02:00:00,3.4,12,SM4-B.2023-09-09 02:00:00,4.55,6,SM4-C.2023-09-09 02:00:00,5.03,1,SM4-D.2023-09-09 02:00:00,5.02,1
SM4-A.2023-09-09 03:00:00,5.57,2,SM4-B.2023-09-09 03:00:00,6.04,1,SM4-C.2023-09-09 03:00:00,5.51,0,SM4-D.2023-09-09 03:00:00,4.86,4
SM4-A.2023-09-09 04:00:00,5.39,5,SM4-B.2023-09-09 04:00:00,6.16,3,SM4-C.2023-09-09 04:00:00,5.21,13,SM4-D.2023-09-09 04:00:00,5.25,6
SM4-A.2023-09-09 05:00:00,5.88,2,SM4-B.2023-09-09 05:00:00,6.35,0,SM4-C.2023-09-09 05:00:00,5.17,2,SM4-D.2023-09-09 05:00:00,5.33,6
SM4-A.2023-09-09 06:00:00,4.28,0,SM4-B.2023-09-09 06:00:00,5.95,0,SM4-C.2023-09-09 06:00:00,6.53,0,SM4-D.2023-09-09 06:00:00,5.27,0
SM4-A.2023-09-09 07:00:00,6,0,SM4-B.2023-09-09 07:00:00,6.82,0,SM4-C.2023-09-09 07:00:00,6.58,0,SM4-D.2023-09-09 07:00:00,6.25,0
SM4-A.2023-09-09 08:00:00,6.54,0,SM4-B.2023-09-09 08:00:00,6.81,0,SM4-C.2023-09-09 08:00:00,6.54,0,SM4-D.2023-09-09 08:00:00,6.37,0
SM4-A.2023-09-09 09:00:00,4.9,0,SM4-B.2023-09-09 09:00:00,6.2,0,SM4-C.2023-09-09 09:00:00,5.43,0,SM4-D.2023-09-09 09:00:00,6.65,0
SM4-A.2023-09-09 10:00:00,5.82,0,SM4-B.2023-09-09 10:00:00,7.09,0,SM4-C.2023-09-09 10:00:00,5.99,0,SM4-D.2023-09-09 10:00:00,6.74,0
SM4-A.2023-09-09 11:00:00,7.71,0,SM4-B.2023-09-09 11:00:00,8.01,0,SM4-C.2023-09-09 11:00:00,6.75,0,SM4-D.2023-09-09 11:00:00,6.92,0
SM4-A.2023-09-09 12:00:00,9.52,0,SM4-B.2023-09-09 12:00:00,9.37,0,SM4-C.2023-09-09 12:00:00,8.11,0,SM4-D.2023-09-09 12:00:00,8.27,0
SM4-A.2023-09-09 13:00:00,9.41,0,SM4-B.2023-09-09 13:00:00,9.41,0,SM4-C.2023-09-09 13:00:00,9.82,0,SM4-D.2023-09-09 13:00:00,8.63,0
SM4-A.2023-09-09 14:00:00,11.65,0,SM4-B.2023-09-09 14:00:00,12.49,0,SM4-C.2023-09-09 14:00:00,10.98,0,SM4-D.2023-09-09 14:00:00,10.85,0
SM4-A.2023-09-09 15:00:00,12.15,0,SM4-B.2023-09-09 15:00:00,12.34,0,SM4-C.2023-09-09 15:00:00,10.48,0,SM4-D.2023-09-09 15:00:00,11.56,0
SM4-A.2023-09-09 16:00:00,11.1,0,SM4-B.2023-09-09 16:00:00,11.95,0,SM4-C.2023-09-09 16:00:00,12.95,0,SM4-D.2023-09-09 16:00:00,11.81,0
SM4-A.2023-09-09 17:00:00,8.65,0,SM4-B.2023-09-09 17:00:00,9.97,0,SM4-C.2023-09-09 17:00:00,11.48,0,SM4-D.2023-09-09 17:00:00,10.91,0
SM4-A.2023-09-09 18:00:00,5.96,26,SM4-B.2023-09-09 18:00:00,7.91,10,SM4-C.2023-09-09 18:00:00,10.99,5,SM4-D.2023-09-09 18:00:00,9.49,7
SM4-A.2023-09-09 19:00:00,3.7,17,SM4-B.2023-09-09 19:00:00,6.43,32,SM4-C.2023-09-09 19:00:00,10.3,6,SM4-D.2023-09-09 19:00:00,10.04,2
SM4-A.2023-09-09 20:00:00,1.58,52,SM4-B.2023-09-09 20:00:00,5.1,55,SM4-C.2023-09-09 20:00:00,9.95,4,SM4-D.2023-09-09 20:00:00,7.96,4
SM4-A.2023-09-09 21:00:00,5.08,7,SM4-B.2023-09-09 21:00:00,2.41,154,SM4-C.2023-09-09 21:00:00,7.4,0,SM4-D.2023-09-09 21:00:00,5.65,4
SM4-A.2023-09-09 22:00:00,5.2,20,SM4-B.2023-09-09 22:00:00,2.71,101,SM4-C.2023-09-09 22:00:00,5.95,3,SM4-D.2023-09-09 22:00:00,5.07,0
SM4-A.2023-09-09 23:00:00,5.37,4,SM4-B.2023-09-09 23:00:00,3.02,12,SM4-C.2023-09-09 23:00:00,6.68,0,SM4-D.2023-09-09 23:00:00,4.97,21
SM4-A.2023-09-10,6.42,3,SM4-B.2023-09-10,5.02,2,SM4-C.2023-09-10,7.89,0,SM4-D.2023-09-10,5.48,3
SM4-A.2023-09-10 01:00:00,5.34,4,SM4-B.2023-09-10 01:00:00,2.81,2,SM4-C.2023-09-10 01:00:00,5.49,0,SM4-D.2023-09-10 01:00:00,4.45,0
SM4-A.2023-09-10 02:00:00,5.1,2,SM4-B.2023-09-10 02:00:00,3.44,6,SM4-C.2023-09-10 02:00:00,5.94,0,SM4-D.2023-09-10 02:00:00,6,6
SM4-A.2023-09-10 03:00:00,5.92,1,SM4-B.2023-09-10 03:00:00,4.68,2,SM4-C.2023-09-10 03:00:00,7.06,0,SM4-D.2023-09-10 03:00:00,5.9,5
SM4-A.2023-09-10 04:00:00,5.66,11,SM4-B.2023-09-10 04:00:00,3.98,13,SM4-C.2023-09-10 04:00:00,6.7,3,SM4-D.2023-09-10 04:00:00,5.06,5
SM4-A.2023-09-10 05:00:00,5.8,3,SM4-B.2023-09-10 05:00:00,5.49,0,SM4-C.2023-09-10 05:00:00,7.72,1,SM4-D.2023-09-10 05:00:00,5.6,11
SM4-A.2023-09-10 06:00:00,3.88,0,SM4-B.2023-09-10 06:00:00,3.26,0,SM4-C.2023-09-10 06:00:00,6.38,0,SM4-D.2023-09-10 06:00:00,5.78,0
SM4-A.2023-09-10 07:00:00,4.41,0,SM4-B.2023-09-10 07:00:00,4.89,0,SM4-C.2023-09-10 07:00:00,6.81,0,SM4-D.2023-09-10 07:00:00,6.17,0
SM4-A.2023-09-10 08:00:00,5.28,0,SM4-B.2023-09-10 08:00:00,4.51,0,SM4-C.2023-09-10 08:00:00,6.15,0,SM4-D.2023-09-10 08:00:00,5.09,0
SM4-A.2023-09-10 09:00:00,7.4,0,SM4-B.2023-09-10 09:00:00,7.93,0,SM4-C.2023-09-10 09:00:00,10.91,0,SM4-D.2023-09-10 09:00:00,9.49,0
SM4-A.2023-09-10 10:00:00,9.19,0,SM4-B.2023-09-10 10:00:00,7.89,0,SM4-C.2023-09-10 10:00:00,11.32,0,SM4-D.2023-09-10 10:00:00,9.88,0
SM4-A.2023-09-10 11:00:00,9.11,0,SM4-B.2023-09-10 11:00:00,7.9,0,SM4-C.2023-09-10 11:00:00,11.72,0,SM4-D.2023-09-10 11:00:00,11.13,0
SM4-A.2023-09-10 12:00:00,10.92,0,SM4-B.2023-09-10 12:00:00,10.97,0,SM4-C.2023-09-10 12:00:00,12.77,0,SM4-D.2023-09-10 12:00:00,11.38,0
SM4-A.2023-09-10 13:00:00,8.65,0,SM4-B.2023-09-10 13:00:00,8.69,0,SM4-C.2023-09-10 13:00:00,10.6,0,SM4-D.2023-09-10 13:00:00,9.25,0
SM4-A.2023-09-10 14:00:00,8.14,0,SM4-B.2023-09-10 14:00:00,7.85,0,SM4-C.2023-09-10 14:00:00,10.92,0,SM4-D.2023-09-10 14:00:00,9.87,0
SM4-A.2023-09-10 15:00:00,7.17,0,SM4-B.2023-09-10 15:00:00,6.25,0,SM4-C.2023-09-10 15:00:00,8.48,0,SM4-D.2023-09-10 15:00:00,8.42,0
SM4-A.2023-09-10 16:00:00,6.52,0,SM4-B.2023-09-10 16:00:00,6.94,0,SM4-C.2023-09-10 16:00:00,8.03,0,SM4-D.2023-09-10 16:00:00,8.48,0
SM4-A.2023-09-10 17:00:00,7.89,0,SM4-B.2023-09-10 17:00:00,6.3,0,SM4-C.2023-09-10 17:00:00,6.78,0,SM4-D.2023-09-10 17:00:00,6.38,3
SM4-A.2023-09-10 18:00:00,8.32,43,SM4-B.2023-09-10 18:00:00,7.52,6,SM4-C.2023-09-10 18:00:00,8.72,8,SM4-D.2023-09-10 18:00:00,7.6,10
SM4-A.2023-09-10 19:00:00,5.77,17,SM4-B.2023-09-10 19:00:00,5.7,10,SM4-C.2023-09-10 19:00:00,8.31,4,SM4-D.2023-09-10 19:00:00,6.62,7
SM4-A.2023-09-10 20:00:00,4.75,35,SM4-B.2023-09-10 20:00:00,3.93,50,SM4-C.2023-09-10 20:00:00,6.05,8,SM4-D.2023-09-10 20:00:00,4.76,7
SM4-A.2023-09-10 21:00:00,5.95,5,SM4-B.2023-09-10 21:00:00,5.13,6,SM4-C.2023-09-10 21:00:00,8.04,0,SM4-D.2023-09-10 21:00:00,6.7,0
SM4-A.2023-09-10 22:00:00,7.23,4,SM4-B.2023-09-10 22:00:00,6.91,0,SM4-C.2023-09-10 22:00:00,10.03,1,SM4-D.2023-09-10 22:00:00,7.95,4
SM4-A.2023-09-10 23:00:00,6.96,2,SM4-B.2023-09-10 23:00:00,4.96,2,SM4-C.2023-09-10 23:00:00,8.19,0,SM4-D.2023-09-10 23:00:00,5.63,0
SM4-A.2023-09-11,6.44,1,SM4-B.2023-09-11,5.15,0,SM4-C.2023-09-11,8.72,0,SM4-D.2023-09-11,6.15,0
SM4-A.2023-09-11 01:00:00,6.21,1,SM4-B.2023-09-11 01:00:00,5.3,1,SM4-C.2023-09-11 01:00:00,7.38,0,SM4-D.2023-09-11 01:00:00,6.08,0
SM4-A.2023-09-11 02:00:00,5.52,1,SM4-B.2023-09-11 02:00:00,4.72,6,SM4-C.2023-09-11 02:00:00,7.2,0,SM4-D.2023-09-11 02:00:00,5.34,2
SM4-A.2023-09-11 03:00:00,5.02,12,SM4-B.2023-09-11 03:00:00,4.33,57,SM4-C.2023-09-11 03:00:00,7.12,2,SM4-D.2023-09-11 03:00:00,5.55,4
SM4-A.2023-09-11 04:00:00,5.33,23,SM4-B.2023-09-11 04:00:00,3.26,59,SM4-C.2023-09-11 04:00:00,7.94,4,SM4-D.2023-09-11 04:00:00,6.31,5
SM4-A.2023-09-11 05:00:00,4.03,8,SM4-B.2023-09-11 05:00:00,3.34,2,SM4-C.2023-09-11 05:00:00,6.63,0,SM4-D.2023-09-11 05:00:00,6.6,20
SM4-A.2023-09-11 06:00:00,3.06,0,SM4-B.2023-09-11 06:00:00,4.41,0,SM4-C.2023-09-11 06:00:00,5.54,0,SM4-D.2023-09-11 06:00:00,5.19,0
SM4-A.2023-09-11 07:00:00,4,0,SM4-B.2023-09-11 07:00:00,4.97,0,SM4-C.2023-09-11 07:00:00,3.47,0,SM4-D.2023-09-11 07:00:00,5.61,0
SM4-A.2023-09-11 08:00:00,6.19,0,SM4-B.2023-09-11 08:00:00,7.55,0,SM4-C.2023-09-11 08:00:00,5.48,0,SM4-D.2023-09-11 08:00:00,7.74,0
SM4-A.2023-09-11 09:00:00,8.43,0,SM4-B.2023-09-11 09:00:00,9.47,0,SM4-C.2023-09-11 09:00:00,9.4,0,SM4-D.2023-09-11 09:00:00,8.26,0
SM4-A.2023-09-11 10:00:00,8.25,0,SM4-B.2023-09-11 10:00:00,9.02,0,SM4-C.2023-09-11 10:00:00,8.89,0,SM4-D.2023-09-11 10:00:00,8.25,0
SM4-A.2023-09-11 11:00:00,9.45,0,SM4-B.2023-09-11 11:00:00,8.29,0,SM4-C.2023-09-11 11:00:00,10.27,0,SM4-D.2023-09-11 11:00:00,9.31,0
SM4-A.2023-09-11 12:00:00,8.62,0,SM4-B.2023-09-11 12:00:00,6.42,0,SM4-C.2023-09-11 12:00:00,10.28,0,SM4-D.2023-09-11 12:00:00,8.04,0
SM4-A.2023-09-11 13:00:00,10.6,0,SM4-B.2023-09-11 13:00:00,9.08,0,SM4-C.2023-09-11 13:00:00,10.71,0,SM4-D.2023-09-11 13:00:00,8.46,0
SM4-A.2023-09-11 14:00:00,10.39,0,SM4-B.2023-09-11 14:00:00,9.55,0,SM4-C.2023-09-11 14:00:00,11.42,0,SM4-D.2023-09-11 14:00:00,8.83,0
SM4-A.2023-09-11 15:00:00,8.79,0,SM4-B.2023-09-11 15:00:00,8.93,0,SM4-C.2023-09-11 15:00:00,6.84,0,SM4-D.2023-09-11 15:00:00,7.53,0
SM4-A.2023-09-11 16:00:00,8.71,0,SM4-B.2023-09-11 16:00:00,9.48,0,SM4-C.2023-09-11 16:00:00,5.8,0,SM4-D.2023-09-11 16:00:00,7.56,0
SM4-A.2023-09-11 17:00:00,8.12,0,SM4-B.2023-09-11 17:00:00,9.01,0,SM4-C.2023-09-11 17:00:00,8.04,0,SM4-D.2023-09-11 17:00:00,8.07,0
SM4-A.2023-09-11 18:00:00,8.11,8,SM4-B.2023-09-11 18:00:00,7.53,5,SM4-C.2023-09-11 18:00:00,8.53,3,SM4-D.2023-09-11 18:00:00,8.2,3
SM4-A.2023-09-11 19:00:00,6.6,26,SM4-B.2023-09-11 19:00:00,7.21,4,SM4-C.2023-09-11 19:00:00,8.75,4,SM4-D.2023-09-11 19:00:00,6.62,5
SM4-A.2023-09-11 20:00:00,7.03,11,SM4-B.2023-09-11 20:00:00,6.52,12,SM4-C.2023-09-11 20:00:00,8.31,5,SM4-D.2023-09-11 20:00:00,6.43,3
SM4-A.2023-09-11 21:00:00,6.7,3,SM4-B.2023-09-11 21:00:00,6.47,3,SM4-C.2023-09-11 21:00:00,7.62,4,SM4-D.2023-09-11 21:00:00,5.73,2
SM4-A.2023-09-11 22:00:00,5.2,4,SM4-B.2023-09-11 22:00:00,4.38,1,SM4-C.2023-09-11 22:00:00,6.8,0,SM4-D.2023-09-11 22:00:00,5.19,3
SM4-A.2023-09-11 23:00:00,4.12,4,SM4-B.2023-09-11 23:00:00,3.9,13,SM4-C.2023-09-11 23:00:00,6.86,0,SM4-D.2023-09-11 23:00:00,7.22,5
SM4-A.2023-09-12,5.1,7,SM4-B.2023-09-12,4.37,0,SM4-C.2023-09-12,8.12,0,SM4-D.2023-09-12,5.7,1
SM4-A.2023-09-12 01:00:00,5.59,4,SM4-B.2023-09-12 01:00:00,3.32,58,SM4-C.2023-09-12 01:00:00,6.05,0,SM4-D.2023-09-12 01:00:00,5.37,4
SM4-A.2023-09-12 02:00:00,4.49,9,SM4-B.2023-09-12 02:00:00,3.64,123,SM4-C.2023-09-12 02:00:00,7.19,0,SM4-D.2023-09-12 02:00:00,5,5
SM4-A.2023-09-12 03:00:00,4.67,5,SM4-B.2023-09-12 03:00:00,2.64,38,SM4-C.2023-09-12 03:00:00,5.15,3,SM4-D.2023-09-12 03:00:00,4.97,3
SM4-A.2023-09-12 04:00:00,3.25,16,SM4-B.2023-09-12 04:00:00,1.69,20,SM4-C.2023-09-12 04:00:00,4.01,16,SM4-D.2023-09-12 04:00:00,4.16,5
SM4-A.2023-09-12 05:00:00,3.06,5,SM4-B.2023-09-12 05:00:00,1.91,0,SM4-C.2023-09-12 05:00:00,3.64,1,SM4-D.2023-09-12 05:00:00,4.06,14
SM4-A.2023-09-12 06:00:00,3.33,0,SM4-B.2023-09-12 06:00:00,2.96,0,SM4-C.2023-09-12 06:00:00,4.64,0,SM4-D.2023-09-12 06:00:00,4.6,0
SM4-A.2023-09-12 07:00:00,3.29,0,SM4-B.2023-09-12 07:00:00,3.45,0,SM4-C.2023-09-12 07:00:00,3.73,0,SM4-D.2023-09-12 07:00:00,4.62,0
SM4-A.2023-09-12 08:00:00,4.35,0,SM4-B.2023-09-12 08:00:00,4.46,0,SM4-C.2023-09-12 08:00:00,3.92,0,SM4-D.2023-09-12 08:00:00,5.5,0
SM4-A.2023-09-12 09:00:00,7.21,0,SM4-B.2023-09-12 09:00:00,8.65,0,SM4-C.2023-09-12 09:00:00,8.09,0,SM4-D.2023-09-12 09:00:00,7.2,0
SM4-A.2023-09-12 10:00:00,7.66,0,SM4-B.2023-09-12 10:00:00,9.26,0,SM4-C.2023-09-12 10:00:00,9.82,0,SM4-D.2023-09-12 10:00:00,8.91,0
SM4-A.2023-09-12 11:00:00,5.93,0,SM4-B.2023-09-12 11:00:00,5.72,0,SM4-C.2023-09-12 11:00:00,8.98,0,SM4-D.2023-09-12 11:00:00,7.82,0
SM4-A.2023-09-12 12:00:00,7.24,0,SM4-B.2023-09-12 12:00:00,5.79,0,SM4-C.2023-09-12 12:00:00,9.72,0,SM4-D.2023-09-12 12:00:00,10.16,0
SM4-A.2023-09-12 13:00:00,7.4,0,SM4-B.2023-09-12 13:00:00,6.66,0,SM4-C.2023-09-12 13:00:00,10.71,0,SM4-D.2023-09-12 13:00:00,10.23,0
SM4-A.2023-09-12 14:00:00,10.39,0,SM4-B.2023-09-12 14:00:00,9.91,0,SM4-C.2023-09-12 14:00:00,12.11,0,SM4-D.2023-09-12 14:00:00,10.36,0
SM4-A.2023-09-12 15:00:00,12.78,0,SM4-B.2023-09-12 15:00:00,13.32,0,SM4-C.2023-09-12 15:00:00,13.62,0,SM4-D.2023-09-12 15:00:00,12.6,0
SM4-A.2023-09-12 16:00:00,9.17,0,SM4-B.2023-09-12 16:00:00,8.86,0,SM4-C.2023-09-12 16:00:00,8.4,0,SM4-D.2023-09-12 16:00:00,9.78,0
SM4-A.2023-09-12 17:00:00,8.42,3,SM4-B.2023-09-12 17:00:00,4.32,2,SM4-C.2023-09-12 17:00:00,3.6,1,SM4-D.2023-09-12 17:00:00,5.43,3
SM4-A.2023-09-12 18:00:00,5.04,58,SM4-B.2023-09-12 18:00:00,3.66,24,SM4-C.2023-09-12 18:00:00,1.59,30,SM4-D.2023-09-12 18:00:00,6.34,9
SM4-A.2023-09-12 19:00:00,5.02,15,SM4-B.2023-09-12 19:00:00,4.51,10,SM4-C.2023-09-12 19:00:00,3.24,22,SM4-D.2023-09-12 19:00:00,6.66,3
SM4-A.2023-09-12 20:00:00,3.59,12,SM4-B.2023-09-12 20:00:00,3.58,21,SM4-C.2023-09-12 20:00:00,1.9,13,SM4-D.2023-09-12 20:00:00,5,3
SM4-A.2023-09-12 21:00:00,4.51,6,SM4-B.2023-09-12 21:00:00,4.76,9,SM4-C.2023-09-12 21:00:00,2.99,4,SM4-D.2023-09-12 21:00:00,5.86,2
SM4-A.2023-09-12 22:00:00,4.76,1,SM4-B.2023-09-12 22:00:00,4.15,1,SM4-C.2023-09-12 22:00:00,3.31,4,SM4-D.2023-09-12 22:00:00,6.11,1
SM4-A.2023-09-12 23:00:00,4.76,4,SM4-B.2023-09-12 23:00:00,5.58,0,SM4-C.2023-09-12 23:00:00,3.5,5,SM4-D.2023-09-12 23:00:00,5.87,0
SM4-A.2023-09-13,7.35,1,SM4-B.2023-09-13,7.96,1,SM4-C.2023-09-13,6.68,0,SM4-D.2023-09-13,7.12,1
SM4-A.2023-09-13 01:00:00,5.73,6,SM4-B.2023-09-13 01:00:00,6.29,0,SM4-C.2023-09-13 01:00:00,5.84,1,SM4-D.2023-09-13 01:00:00,5.76,0
SM4-A.2023-09-13 02:00:00,5.56,1,SM4-B.2023-09-13 02:00:00,6.62,0,SM4-C.2023-09-13 02:00:00,5.44,0,SM4-D.2023-09-13 02:00:00,6.58,1
SM4-A.2023-09-13 03:00:00,3.97,6,SM4-B.2023-09-13 03:00:00,4.69,0,SM4-C.2023-09-13 03:00:00,5.37,1,SM4-D.2023-09-13 03:00:00,5.91,4
SM4-A.2023-09-13 04:00:00,6,8,SM4-B.2023-09-13 04:00:00,6.22,1,SM4-C.2023-09-13 04:00:00,5.83,2,SM4-D.2023-09-13 04:00:00,6.29,3
SM4-A.2023-09-13 05:00:00,4.83,8,SM4-B.2023-09-13 05:00:00,5.74,0,SM4-C.2023-09-13 05:00:00,5.72,7,SM4-D.2023-09-13 05:00:00,6.19,5
